# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P96603|2.A.23.1.6	2.A.23.1.6	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P96603|2.A.23.1.6	59.951	6.34e-171	483	96	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	13	418	transporter
gnl|TC-DB|P96603|2.A.23.1.6	2.A.23.1.6	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P96603|2.A.23.1.6	59.951	6.34e-171	483	96	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	13	418	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q1J1H5|2.A.23.1.9	64.120	0.0	549	97	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	13	444	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q1J1H5|2.A.23.1.9	64.120	0.0	549	97	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	13	444	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q1J1H5|2.A.23.1.9	64.120	0.0	549	97	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	13	444	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.1	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q10901|2.A.23.2.10	25.380	5.77e-31	122	87	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	412	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q10901|2.A.23.2.10	25.380	5.77e-31	122	87	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	412	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q10901|2.A.23.2.10	25.380	5.77e-31	122	87	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	412	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.11	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.11	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|B0W0K4|2.A.23.2.11	26.549	2.19e-38	142	89	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	413	transporter
gnl|TC-DB|P31596|2.A.23.2.2	2.A.23.2.2	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P31596|2.A.23.2.2	24.736	1.33e-29	119	81	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	20	428	transporter
gnl|TC-DB|P31596|2.A.23.2.2	2.A.23.2.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P31596|2.A.23.2.2	24.736	1.33e-29	119	81	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	20	428	transporter
gnl|TC-DB|P31596|2.A.23.2.2	2.A.23.2.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P31596|2.A.23.2.2	24.736	1.33e-29	119	81	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	20	428	transporter
gnl|TC-DB|P31596|2.A.23.2.2	2.A.23.2.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31596|2.A.23.2.2	24.736	1.33e-29	119	81	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	20	428	transporter
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P43005|2.A.23.2.3	25.259	5.09e-31	122	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	12	424	transporter
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P43005|2.A.23.2.3	25.259	5.09e-31	122	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	12	424	transporter
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P43005|2.A.23.2.3	25.259	5.09e-31	122	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	12	424	transporter
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P43005|2.A.23.2.3	25.259	5.09e-31	122	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	12	424	transporter
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43005|2.A.23.2.3	25.259	5.09e-31	122	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	12	424	transporter
gnl|TC-DB|Q8T0S9|2.A.23.2.4	2.A.23.2.4	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q8T0S9|2.A.23.2.4	21.776	3.61e-25	105	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	10	413	transporter
gnl|TC-DB|Q8T0S9|2.A.23.2.4	2.A.23.2.4	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q8T0S9|2.A.23.2.4	21.776	3.61e-25	105	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	10	413	transporter
gnl|TC-DB|Q8T0S9|2.A.23.2.4	2.A.23.2.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8T0S9|2.A.23.2.4	21.776	3.61e-25	105	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	10	413	transporter
gnl|TC-DB|Q8T0S9|2.A.23.2.4	2.A.23.2.4	taurine	EX_cpd00210_e0	rxn12554	gnl|TC-DB|Q8T0S9|2.A.23.2.4	21.776	3.61e-25	105	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	10	413	transporter
gnl|TC-DB|O00341|2.A.23.2.5	2.A.23.2.5	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|O00341|2.A.23.2.5	23.420	1.88e-27	112	94	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	452	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P43003|2.A.23.2.6	24.600	7.12e-36	136	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	14	443	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P43003|2.A.23.2.6	24.600	7.12e-36	136	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	14	443	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43003|2.A.23.2.6	24.600	7.12e-36	136	90	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	14	443	transporter
gnl|TC-DB|P43004|2.A.23.2.7	2.A.23.2.7	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P43004|2.A.23.2.7	23.246	4.08e-30	120	86	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	6	428	transporter
gnl|TC-DB|P43004|2.A.23.2.7	2.A.23.2.7	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P43004|2.A.23.2.7	23.246	4.08e-30	120	86	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	6	428	transporter
gnl|TC-DB|P43004|2.A.23.2.7	2.A.23.2.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43004|2.A.23.2.7	23.246	4.08e-30	120	86	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	6	428	transporter
gnl|TC-DB|Q21353|2.A.23.2.9	2.A.23.2.9	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q21353|2.A.23.2.9	22.864	1.17e-20	91.7	79	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	23	401	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P43007|2.A.23.3.1	26.889	1.62e-30	120	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	430	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P43007|2.A.23.3.1	26.889	1.62e-30	120	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	430	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|P43007|2.A.23.3.1	26.889	1.62e-30	120	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	430	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P43007|2.A.23.3.1	26.889	1.62e-30	120	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	430	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43007|2.A.23.3.1	26.889	1.62e-30	120	80	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	430	transporter
gnl|TC-DB|P51912|2.A.23.3.2	2.A.23.3.2	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P51912|2.A.23.3.2	27.088	3.05e-36	137	77	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	442	transporter
gnl|TC-DB|P51912|2.A.23.3.2	2.A.23.3.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P51912|2.A.23.3.2	27.088	3.05e-36	137	77	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	442	transporter
gnl|TC-DB|P51912|2.A.23.3.2	2.A.23.3.2	L-glutamine	EX_cpd00053_e0	rxn05216,rxn09678,rxn09814,rxn13301,rxn13302,rxn34375,rxn34499,rxn11101	gnl|TC-DB|P51912|2.A.23.3.2	27.088	3.05e-36	137	77	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	442	transporter
gnl|TC-DB|P51912|2.A.23.3.2	2.A.23.3.2	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P51912|2.A.23.3.2	27.088	3.05e-36	137	77	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	442	transporter
gnl|TC-DB|P51912|2.A.23.3.2	2.A.23.3.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P51912|2.A.23.3.2	27.088	3.05e-36	137	77	LKKGGHDO_03486 Aerobic C4-dicarboxylate transport protein	47	442	transporter
gnl|TC-DB|C6CWW0|2.A.28.2.5	2.A.28.2.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|C6CWW0|2.A.28.2.5	20.229	4.25e-04	38.5	79	LKKGGHDO_01285 Arsenical-resistance protein Acr3	70	329	transporter
gnl|TC-DB|P76037|2.A.3.1.13	2.A.3.1.13	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P76037|2.A.3.1.13	22.222	6.92e-11	60.8	84	LKKGGHDO_00234 Inner membrane transport protein YbaT	3	374	transporter
gnl|TC-DB|P0AA47|2.A.3.1.14	2.A.3.1.14	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P0AA47|2.A.3.1.14	25.140	6.27e-14	70.1	76	LKKGGHDO_00234 Inner membrane transport protein YbaT	27	365	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|F2HQ25|2.A.3.1.21	22.011	3.95e-07	48.9	76	LKKGGHDO_00234 Inner membrane transport protein YbaT	32	355	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ25|2.A.3.1.21	22.011	3.95e-07	48.9	76	LKKGGHDO_00234 Inner membrane transport protein YbaT	32	355	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|F2HQ25|2.A.3.1.21	22.011	3.95e-07	48.9	76	LKKGGHDO_00234 Inner membrane transport protein YbaT	32	355	transporter
gnl|TC-DB|Q8E8U1|2.A.3.13.3	2.A.3.13.3	L-leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|Q8E8U1|2.A.3.13.3	26.184	9.47e-07	47.4	78	LKKGGHDO_00234 Inner membrane transport protein YbaT	2	343	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|P0AAE0|2.A.3.1.7	22.518	0.001	38.1	83	LKKGGHDO_01355 Serine/threonine exchanger SteT	1	384	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|P0AAE0|2.A.3.1.7	22.518	0.001	38.1	83	LKKGGHDO_01355 Serine/threonine exchanger SteT	1	384	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P0AAE0|2.A.3.1.7	22.518	0.001	38.1	83	LKKGGHDO_01355 Serine/threonine exchanger SteT	1	384	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P0AAE0|2.A.3.1.7	22.518	0.001	38.1	83	LKKGGHDO_01355 Serine/threonine exchanger SteT	1	384	transporter
gnl|TC-DB|P0AAF1|2.A.3.2.1	2.A.3.2.1	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P0AAF1|2.A.3.2.1	22.316	0.013	34.7	75	LKKGGHDO_01355 Serine/threonine exchanger SteT	2	341	transporter
gnl|TC-DB|P0AAF1|2.A.3.2.1	2.A.3.2.1	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|P0AAF1|2.A.3.2.1	22.316	0.013	34.7	75	LKKGGHDO_01355 Serine/threonine exchanger SteT	2	341	transporter
gnl|TC-DB|P0AAF1|2.A.3.2.1	2.A.3.2.1	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P0AAF1|2.A.3.2.1	22.316	0.013	34.7	75	LKKGGHDO_01355 Serine/threonine exchanger SteT	2	341	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|s6ex81|2.A.3.3.23	27.851	6.57e-15	73.2	77	LKKGGHDO_00234 Inner membrane transport protein YbaT	27	368	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|s6ex81|2.A.3.3.23	27.851	6.57e-15	73.2	77	LKKGGHDO_00234 Inner membrane transport protein YbaT	27	368	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|s6ex81|2.A.3.3.23	27.851	6.57e-15	73.2	77	LKKGGHDO_00234 Inner membrane transport protein YbaT	27	368	transporter
gnl|TC-DB|P36606|2.A.36.4.3	2.A.36.4.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P36606|2.A.36.4.3	21.814	1.42e-07	50.4	91	LKKGGHDO_00972 K(+)/H(+) antiporter NhaP2	8	432	transporter
gnl|TC-DB|P03819|2.A.37.1.1	2.A.37.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P03819|2.A.37.1.1	56.061	0.0	578	96	LKKGGHDO_03172 Glutathione-regulated potassium-efflux system protein KefC	7	598	transporter
gnl|TC-DB|P45522|2.A.37.1.2	2.A.37.1.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P45522|2.A.37.1.2	44.746	1.89e-142	423	98	LKKGGHDO_03172 Glutathione-regulated potassium-efflux system protein KefC	11	597	transporter
gnl|TC-DB|Q0ZAH7|2.A.37.1.3	2.A.37.1.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q0ZAH7|2.A.37.1.3	31.227	1.54e-77	255	83	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	21	566	transporter
gnl|TC-DB|J0HUB5|2.A.37.1.9	2.A.37.1.9	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|J0HUB5|2.A.37.1.9	27.316	2.83e-35	134	99	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	9	400	transporter
gnl|TC-DB|P26235|2.A.37.2.1	2.A.37.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P26235|2.A.37.2.1	25.189	1.73e-17	80.5	98	LKKGGHDO_03269 Na(+)/H(+)-K(+) antiporter GerN	22	403	transporter
gnl|TC-DB|Q9KI10|2.A.37.2.2	2.A.37.2.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q9KI10|2.A.37.2.2	24.147	9.84e-21	90.9	95	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	6	379	transporter
gnl|TC-DB|Q9KI10|2.A.37.2.2	2.A.37.2.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9KI10|2.A.37.2.2	24.147	9.84e-21	90.9	95	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	6	379	transporter
gnl|TC-DB|Q5SIA2|2.A.37.2.7	2.A.37.2.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5SIA2|2.A.37.2.7	25.389	5.51e-16	76.3	93	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	13	379	transporter
gnl|TC-DB|V5WD80|2.A.37.3.3	2.A.37.3.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|V5WD80|2.A.37.3.3	24.870	1.39e-06	47.0	85	LKKGGHDO_01258 hypothetical protein	2	346	transporter
gnl|TC-DB|O50576|2.A.37.5.1	2.A.37.5.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O50576|2.A.37.5.1	24.462	3.88e-15	73.9	91	LKKGGHDO_00782 Glutathione-regulated potassium-efflux system protein KefC	32	399	transporter
